,vp_num,img_idx,pix_y,pix_x,n,cab,ccx,ewt,lma,lai,psoil,rsoil,Northing_avg_m,Easting_avg_m,Elevation_avg_adj_m,Elevation_avg_m,BD_VP_A_7_2019_g_cm-3,BD_VP_B_7_2019_g_cm-3,BD_VP_AVG_7_2019_g_cm-3,SOM_VP_A_7_2019_PERCENT,SWC_VP_A_7_2019_g_g_soil_-1,SWC_VP_B_7_2019_g_g_soil_-1,SWC_VP_AVG_7_2019_g_g_soil-1,CHL-A_VP_AVG_7_2019_mg_m-2,PHP_VP_AVG_7_2019_mg_m-1,SALINITY_ppt_7_2019,10_cm_Bulk_Density_7_2019_g_cm-2,10_cm_SOM_7_2019_percent,S_alt_Biomass_7_2019_g_m-2,Salicornia_biomass_7_2019_g_m-2,TOTAL_AGB_7_2019_g_m-2,ilyanassa_total_7_2019,littoraria_total_7_2019,crab-hooded_total_7_2019,crab-fiddler_total_7_2019,oyster_total_7_2019,oyster_percent_cover_7_2019,geukensia_total_7_2019,geukensia_percent_cover_7_2019,S_alt_Biomass_10_2019_g_m-2,Salicornia_biomass_10_2019_g_m-2,TOTAL_AGB_10_2019_g_m-2,CHL-A_VP_AVG_10_2019_mg_m-2,PHP_VP_AVG_10_2019_mg_m-2,SITE_ID
0,30,0,1081,1510,1.0952129380067794,10.0,8.267910068422186,0.0019414834277146982,0.03422332355804656,5.163402783140724,0.7191846483336262,0.8474751688009772,4138721.42925,437033.0475,0.12149999999999972,2.1214999999999997,0.7158455555555553,1.1192666666666664,0.9175561111111108,5.713522935580459,0.9151710254074057,0.7948656858657458,0.8550183556365758,108.6439388028205,108.31923823353719,37,1.1783253241276326,3.292181069958845,176.63385600000004,0.0,176.63385600000004,0,2,1,6,0,0,15,5,,,,,,0
1,30,0,1082,1510,1.1368461209051333,10.0,7.55218105532353,0.001846336179765516,0.024382614436540086,4.08199505921946,0.8044093301244502,0.7377305535729675,4138721.42925,437033.0475,0.12149999999999972,2.1214999999999997,0.7158455555555553,1.1192666666666664,0.9175561111111108,5.713522935580459,0.9151710254074057,0.7948656858657458,0.8550183556365758,108.6439388028205,108.31923823353719,37,1.1783253241276326,3.292181069958845,176.63385600000004,0.0,176.63385600000004,0,2,1,6,0,0,15,5,,,,,,0
2,30,0,1082,1511,1.1407228483752703,10.0,7.461851729293027,0.0019049136201600473,0.0325754907894148,6.530914760477907,0.9191344034134942,0.5989114771949271,4138721.42925,437033.0475,0.12149999999999972,2.1214999999999997,0.7158455555555553,1.1192666666666664,0.9175561111111108,5.713522935580459,0.9151710254074057,0.7948656858657458,0.8550183556365758,108.6439388028205,108.31923823353719,37,1.1783253241276326,3.292181069958845,176.63385600000004,0.0,176.63385600000004,0,2,1,6,0,0,15,5,,,,,,0
3,30,0,1082,1512,1.1843925194673388,10.0,8.0971315885653,0.0019560110324256396,0.0383168725771057,5.216522942390249,0.7392524958059578,0.7334511205431469,4138721.42925,437033.0475,0.12149999999999972,2.1214999999999997,0.7158455555555553,1.1192666666666664,0.9175561111111108,5.713522935580459,0.9151710254074057,0.7948656858657458,0.8550183556365758,108.6439388028205,108.31923823353719,37,1.1783253241276326,3.292181069958845,176.63385600000004,0.0,176.63385600000004,0,2,1,6,0,0,15,5,,,,,,0
4,30,0,1083,1509,1.0007239446746883,10.0,7.0,0.0018896672581541923,0.027986144322754675,4.502489997513431,0.8662984729749195,0.9345822240800705,4138721.42925,437033.0475,0.12149999999999972,2.1214999999999997,0.7158455555555553,1.1192666666666664,0.9175561111111108,5.713522935580459,0.9151710254074057,0.7948656858657458,0.8550183556365758,108.6439388028205,108.31923823353719,37,1.1783253241276326,3.292181069958845,176.63385600000004,0.0,176.63385600000004,0,2,1,6,0,0,15,5,,,,,,0
5,30,0,1083,1510,1.225487933240275,10.0,7.408949826461733,0.0016170745136146131,0.025252652273564824,4.412486531707262,0.8712529821962777,0.7638240402196195,4138721.42925,437033.0475,0.12149999999999972,2.1214999999999997,0.7158455555555553,1.1192666666666664,0.9175561111111108,5.713522935580459,0.9151710254074057,0.7948656858657458,0.8550183556365758,108.6439388028205,108.31923823353719,37,1.1783253241276326,3.292181069958845,176.63385600000004,0.0,176.63385600000004,0,2,1,6,0,0,15,5,,,,,,0
6,30,0,1083,1511,1.1819583169417465,10.0,8.78359129223372,0.002,0.034438854940906496,5.534621637418172,0.6765257225042554,0.6365328587528525,4138721.42925,437033.0475,0.12149999999999972,2.1214999999999997,0.7158455555555553,1.1192666666666664,0.9175561111111108,5.713522935580459,0.9151710254074057,0.7948656858657458,0.8550183556365758,108.6439388028205,108.31923823353719,37,1.1783253241276326,3.292181069958845,176.63385600000004,0.0,176.63385600000004,0,2,1,6,0,0,15,5,,,,,,0
7,30,0,1083,1512,1.150772008759359,10.0,8.460527133001236,0.001977918423723568,0.03645449348082065,4.047034219995969,0.7766298707836512,0.7003261701202377,4138721.42925,437033.0475,0.12149999999999972,2.1214999999999997,0.7158455555555553,1.1192666666666664,0.9175561111111108,5.713522935580459,0.9151710254074057,0.7948656858657458,0.8550183556365758,108.6439388028205,108.31923823353719,37,1.1783253241276326,3.292181069958845,176.63385600000004,0.0,176.63385600000004,0,2,1,6,0,0,15,5,,,,,,0
8,30,0,1083,1513,1.1457529493867322,10.0,8.685260388765602,0.001967584446332333,0.03818001889065313,5.250947358907984,0.7325585021671747,0.6319266454653891,4138721.42925,437033.0475,0.12149999999999972,2.1214999999999997,0.7158455555555553,1.1192666666666664,0.9175561111111108,5.713522935580459,0.9151710254074057,0.7948656858657458,0.8550183556365758,108.6439388028205,108.31923823353719,37,1.1783253241276326,3.292181069958845,176.63385600000004,0.0,176.63385600000004,0,2,1,6,0,0,15,5,,,,,,0
9,30,0,1083,1514,1.150772008759359,10.0,8.460527133001236,0.001977918423723568,0.03645449348082065,4.047034219995969,0.7766298707836512,0.7003261701202377,4138721.42925,437033.0475,0.12149999999999972,2.1214999999999997,0.7158455555555553,1.1192666666666664,0.9175561111111108,5.713522935580459,0.9151710254074057,0.7948656858657458,0.8550183556365758,108.6439388028205,108.31923823353719,37,1.1783253241276326,3.292181069958845,176.63385600000004,0.0,176.63385600000004,0,2,1,6,0,0,15,5,,,,,,0
